Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T2;55,13
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T1;53,57
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T4;53,39
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T3;53,72
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T2;53,32
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T1;51,33
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T4;53,13
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T3;53,21
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T2;53,31
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T1;52,36
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T4;52,66
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T3;52,19
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T2;52,04
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T1;50,88
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T4;51,30
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T3;51,56
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T2;50,12
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T1;52,54
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T4;53,35
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T3;54,04
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T2;54,79
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T1;53,03
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T4;53,40
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T3;53,42
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T2;53,61
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T1;52,25
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T4;53,18
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T3;53,10
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T2;53,31
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T1;52,68
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T4;53,01
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T3;51,94
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T2;49,58
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T1;50,42
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T3;28,51
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T2;27,44
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T1;24,89
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T4;26,72
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T3;31,12
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T2;27,76
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T1;26,51
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T4;26,10
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T3;28,93
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T2;24,56
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T1;23,31
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T4;23,32
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T3;25,62
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T2;28,16
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T1;29,41
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T4;27,52
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T3;31,75
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T2;23,82
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T1;21,45
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T4;23,34
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T3;23,27
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T2;17,70
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T1;19,14
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T4;21,96
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T3;26,83
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T2;24,44
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T1;20,72
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T4;26,90
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T3;29,96
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T2;23,50
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T1;24,40
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T4;26,56
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T3;30,45
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T2;25,53
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T1;20,82
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T4;24,20
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T3;24,95
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T2;17,67
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T1;20,77
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T3;57,68
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T2;58,81
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T1;58,03
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T4;59,49
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T3;58,04
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T2;58,82
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T1;57,17
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T4;57,10
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T3;57,06
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T2;57,17
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T1;55,12
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T4;57,13
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T3;56,97
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T2;56,68
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T1;55,40
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T4;55,98
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T3;54,82
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T2;55,66
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T1;54,66
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T4;54,99
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T3;55,27
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T2;54,36
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T1;56,88
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T4;57,40
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T3;57,52
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T2;58,66
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T1;57,12
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T4;56,73
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T3;56,34
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T2;57,33
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T1;55,67
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T4;56,43
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T3;55,85
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T2;56,66
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T1;56,50
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T4;56,44
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T3;55,14
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T2;53,35
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T1;53,92
Ambos sexos;16 País Vasco;Total;2025T3;51,75
Ambos sexos;16 País Vasco;Total;2025T2;51,47
Ambos sexos;16 País Vasco;Total;2025T1;51,49
Ambos sexos;16 País Vasco;Total;2024T4;50,83
Ambos sexos;16 País Vasco;Total;2024T3;50,74
Ambos sexos;16 País Vasco;Total;2024T2;52,91
Ambos sexos;16 País Vasco;Total;2024T1;51,59
Ambos sexos;16 País Vasco;Total;2023T4;53,64
Ambos sexos;16 País Vasco;Total;2023T3;52,34
Ambos sexos;16 País Vasco;Total;2023T2;52,84
Ambos sexos;16 País Vasco;Total;2023T1;51,03
Ambos sexos;16 País Vasco;Total;2022T4;51,40
Ambos sexos;16 País Vasco;Total;2022T3;52,04
Ambos sexos;16 País Vasco;Total;2022T2;50,68
Ambos sexos;16 País Vasco;Total;2022T1;51,65
Ambos sexos;16 País Vasco;Total;2021T4;51,86
Ambos sexos;16 País Vasco;Total;2021T3;51,03
Ambos sexos;16 País Vasco;Total;2021T2;50,05
Ambos sexos;16 País Vasco;Total;2021T1;48,95
Ambos sexos;16 País Vasco;Total;2020T4;49,97
Ambos sexos;16 País Vasco;Total;2020T3;49,95
Ambos sexos;16 País Vasco;Total;2020T2;48,80
Ambos sexos;16 País Vasco;Total;2020T1;50,46
Ambos sexos;16 País Vasco;Total;2019T4;50,73
Ambos sexos;16 País Vasco;Total;2019T3;50,67
Ambos sexos;16 País Vasco;Total;2019T2;51,59
Ambos sexos;16 País Vasco;Total;2019T1;51,16
Ambos sexos;16 País Vasco;Total;2018T4;50,95
Ambos sexos;16 País Vasco;Total;2018T3;50,54
Ambos sexos;16 País Vasco;Total;2018T2;50,99
Ambos sexos;16 País Vasco;Total;2018T1;50,17
Ambos sexos;16 País Vasco;Total;2017T4;50,36
Ambos sexos;16 País Vasco;Total;2017T3;49,82
Ambos sexos;16 País Vasco;Total;2017T2;49,75
Ambos sexos;16 País Vasco;Total;2017T1;49,26
Ambos sexos;16 País Vasco;Total;2016T4;49,71
Ambos sexos;16 País Vasco;Total;2016T3;50,07
Ambos sexos;16 País Vasco;Total;2016T2;49,76
Ambos sexos;16 País Vasco;Total;2016T1;49,56
Ambos sexos;16 País Vasco;Menores de 25 años;2025T3;24,36
Ambos sexos;16 País Vasco;Menores de 25 años;2025T2;20,54
Ambos sexos;16 País Vasco;Menores de 25 años;2025T1;26,53
Ambos sexos;16 País Vasco;Menores de 25 años;2024T4;23,18
Ambos sexos;16 País Vasco;Menores de 25 años;2024T3;21,11
Ambos sexos;16 País Vasco;Menores de 25 años;2024T2;25,47
Ambos sexos;16 País Vasco;Menores de 25 años;2024T1;24,19
Ambos sexos;16 País Vasco;Menores de 25 años;2023T4;27,95
Ambos sexos;16 País Vasco;Menores de 25 años;2023T3;25,26
Ambos sexos;16 País Vasco;Menores de 25 años;2023T2;27,21
Ambos sexos;16 País Vasco;Menores de 25 años;2023T1;25,89
Ambos sexos;16 País Vasco;Menores de 25 años;2022T4;26,71
Ambos sexos;16 País Vasco;Menores de 25 años;2022T3;24,01
Ambos sexos;16 País Vasco;Menores de 25 años;2022T2;26,42
Ambos sexos;16 País Vasco;Menores de 25 años;2022T1;24,20
Ambos sexos;16 País Vasco;Menores de 25 años;2021T4;24,69
Ambos sexos;16 País Vasco;Menores de 25 años;2021T3;26,94
Ambos sexos;16 País Vasco;Menores de 25 años;2021T2;21,54
Ambos sexos;16 País Vasco;Menores de 25 años;2021T1;17,33
Ambos sexos;16 País Vasco;Menores de 25 años;2020T4;17,80
Ambos sexos;16 País Vasco;Menores de 25 años;2020T3;17,55
Ambos sexos;16 País Vasco;Menores de 25 años;2020T2;17,14
Ambos sexos;16 País Vasco;Menores de 25 años;2020T1;21,57
Ambos sexos;16 País Vasco;Menores de 25 años;2019T4;22,26
Ambos sexos;16 País Vasco;Menores de 25 años;2019T3;24,12
Ambos sexos;16 País Vasco;Menores de 25 años;2019T2;24,89
Ambos sexos;16 País Vasco;Menores de 25 años;2019T1;21,90
Ambos sexos;16 País Vasco;Menores de 25 años;2018T4;24,41
Ambos sexos;16 País Vasco;Menores de 25 años;2018T3;25,82
Ambos sexos;16 País Vasco;Menores de 25 años;2018T2;24,73
Ambos sexos;16 País Vasco;Menores de 25 años;2018T1;21,78
Ambos sexos;16 País Vasco;Menores de 25 años;2017T4;25,38
Ambos sexos;16 País Vasco;Menores de 25 años;2017T3;23,85
Ambos sexos;16 País Vasco;Menores de 25 años;2017T2;21,76
Ambos sexos;16 País Vasco;Menores de 25 años;2017T1;20,03
Ambos sexos;16 País Vasco;Menores de 25 años;2016T4;19,98
Ambos sexos;16 País Vasco;Menores de 25 años;2016T3;19,72
Ambos sexos;16 País Vasco;Menores de 25 años;2016T2;19,35
Ambos sexos;16 País Vasco;Menores de 25 años;2016T1;19,33
Ambos sexos;16 País Vasco;25 y más años;2025T3;55,08
Ambos sexos;16 País Vasco;25 y más años;2025T2;55,23
Ambos sexos;16 País Vasco;25 y más años;2025T1;54,49
Ambos sexos;16 País Vasco;25 y más años;2024T4;54,23
Ambos sexos;16 País Vasco;25 y más años;2024T3;54,21
Ambos sexos;16 País Vasco;25 y más años;2024T2;56,19
Ambos sexos;16 País Vasco;25 y más años;2024T1;54,81
Ambos sexos;16 País Vasco;25 y más años;2023T4;56,71
Ambos sexos;16 País Vasco;25 y más años;2023T3;55,47
Ambos sexos;16 País Vasco;25 y más años;2023T2;55,73
Ambos sexos;16 País Vasco;25 y más años;2023T1;53,87
Ambos sexos;16 País Vasco;25 y más años;2022T4;54,11
Ambos sexos;16 País Vasco;25 y más años;2022T3;55,15
Ambos sexos;16 País Vasco;25 y más años;2022T2;53,34
Ambos sexos;16 País Vasco;25 y más años;2022T1;54,71
Ambos sexos;16 País Vasco;25 y más años;2021T4;54,92
Ambos sexos;16 País Vasco;25 y más años;2021T3;53,69
Ambos sexos;16 País Vasco;25 y más años;2021T2;53,11
Ambos sexos;16 País Vasco;25 y más años;2021T1;52,35
Ambos sexos;16 País Vasco;25 y más años;2020T4;53,54
Ambos sexos;16 País Vasco;25 y más años;2020T3;53,53
Ambos sexos;16 País Vasco;25 y más años;2020T2;52,27
Ambos sexos;16 País Vasco;25 y más años;2020T1;53,60
Ambos sexos;16 País Vasco;25 y más años;2019T4;53,79
Ambos sexos;16 País Vasco;25 y más años;2019T3;53,50
Ambos sexos;16 País Vasco;25 y más años;2019T2;54,41
Ambos sexos;16 País Vasco;25 y más años;2019T1;54,21
Ambos sexos;16 País Vasco;25 y más años;2018T4;53,69
Ambos sexos;16 País Vasco;25 y más años;2018T3;53,08
Ambos sexos;16 País Vasco;25 y más años;2018T2;53,66
Ambos sexos;16 País Vasco;25 y más años;2018T1;53,03
Ambos sexos;16 País Vasco;25 y más años;2017T4;52,86
Ambos sexos;16 País Vasco;25 y más años;2017T3;52,40
Ambos sexos;16 País Vasco;25 y más años;2017T2;52,51
Ambos sexos;16 País Vasco;25 y más años;2017T1;52,13
Ambos sexos;16 País Vasco;25 y más años;2016T4;52,60
Ambos sexos;16 País Vasco;25 y más años;2016T3;53,01
Ambos sexos;16 País Vasco;25 y más años;2016T2;52,69
Ambos sexos;16 País Vasco;25 y más años;2016T1;52,47
Ambos sexos;17 Rioja, La;Total;2025T3;55,08
Ambos sexos;17 Rioja, La;Total;2025T2;54,48
Ambos sexos;17 Rioja, La;Total;2025T1;53,11
Ambos sexos;17 Rioja, La;Total;2024T4;54,25
Ambos sexos;17 Rioja, La;Total;2024T3;52,13
Ambos sexos;17 Rioja, La;Total;2024T2;52,91
Ambos sexos;17 Rioja, La;Total;2024T1;51,75
Ambos sexos;17 Rioja, La;Total;2023T4;52,46
Ambos sexos;17 Rioja, La;Total;2023T3;53,86
Ambos sexos;17 Rioja, La;Total;2023T2;54,33
Ambos sexos;17 Rioja, La;Total;2023T1;53,10
Ambos sexos;17 Rioja, La;Total;2022T4;54,32
Ambos sexos;17 Rioja, La;Total;2022T3;54,36
Ambos sexos;17 Rioja, La;Total;2022T2;53,64
Ambos sexos;17 Rioja, La;Total;2022T1;53,04
Ambos sexos;17 Rioja, La;Total;2021T4;53,34
Ambos sexos;17 Rioja, La;Total;2021T3;53,02
Ambos sexos;17 Rioja, La;Total;2021T2;53,74
Ambos sexos;17 Rioja, La;Total;2021T1;51,60
Ambos sexos;17 Rioja, La;Total;2020T4;53,26
Ambos sexos;17 Rioja, La;Total;2020T3;51,58
Ambos sexos;17 Rioja, La;Total;2020T2;51,05
Ambos sexos;17 Rioja, La;Total;2020T1;52,48
Ambos sexos;17 Rioja, La;Total;2019T4;53,34
Ambos sexos;17 Rioja, La;Total;2019T3;53,77
Ambos sexos;17 Rioja, La;Total;2019T2;54,30
Ambos sexos;17 Rioja, La;Total;2019T1;52,91
Ambos sexos;17 Rioja, La;Total;2018T4;53,20
Ambos sexos;17 Rioja, La;Total;2018T3;53,86
Ambos sexos;17 Rioja, La;Total;2018T2;53,07
Ambos sexos;17 Rioja, La;Total;2018T1;51,87
Ambos sexos;17 Rioja, La;Total;2017T4;52,14
Ambos sexos;17 Rioja, La;Total;2017T3;51,19
Ambos sexos;17 Rioja, La;Total;2017T2;52,36
Ambos sexos;17 Rioja, La;Total;2017T1;51,85
Ambos sexos;17 Rioja, La;Total;2016T4;52,39
Ambos sexos;17 Rioja, La;Total;2016T3;51,16
Ambos sexos;17 Rioja, La;Total;2016T2;50,94
Ambos sexos;17 Rioja, La;Total;2016T1;50,34
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T3;32,94
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T2;30,86
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T1;24,70
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T4;28,36
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T3;24,46
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T2;23,14
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T1;20,28
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T4;20,57
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T3;28,26
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T2;25,75
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T1;23,66
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T4;24,01
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T3;28,34
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T2;25,39
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T1;24,08
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T4;23,40
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T3;29,70
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T2;26,93
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T1;22,25
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T4;27,05
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T3;25,49
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T2;22,22
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T1;26,42
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T4;26,28
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T3;26,95
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T2;30,83
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T1;26,30
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T4;21,55
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T3;28,82
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T2;27,00
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T1;22,78
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T4;24,06
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T3;22,43
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T2;26,28
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T1;23,88
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T4;22,22
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T3;21,43
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T2;18,39
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T1;19,30
Ambos sexos;17 Rioja, La;25 y más años;2025T3;57,90
Ambos sexos;17 Rioja, La;25 y más años;2025T2;57,56
Ambos sexos;17 Rioja, La;25 y más años;2025T1;56,75
Ambos sexos;17 Rioja, La;25 y más años;2024T4;57,49
Ambos sexos;17 Rioja, La;25 y más años;2024T3;55,61
Ambos sexos;17 Rioja, La;25 y más años;2024T2;56,68
Ambos sexos;17 Rioja, La;25 y más años;2024T1;55,77
Ambos sexos;17 Rioja, La;25 y más años;2023T4;56,41
Ambos sexos;17 Rioja, La;25 y más años;2023T3;57,01
Ambos sexos;17 Rioja, La;25 y más años;2023T2;57,84
Ambos sexos;17 Rioja, La;25 y más años;2023T1;56,77
Ambos sexos;17 Rioja, La;25 y más años;2022T4;57,99
Ambos sexos;17 Rioja, La;25 y más años;2022T3;57,46
Ambos sexos;17 Rioja, La;25 y más años;2022T2;56,90
Ambos sexos;17 Rioja, La;25 y más años;2022T1;56,36
Ambos sexos;17 Rioja, La;25 y más años;2021T4;56,81
Ambos sexos;17 Rioja, La;25 y más años;2021T3;55,70
Ambos sexos;17 Rioja, La;25 y más años;2021T2;56,89
Ambos sexos;17 Rioja, La;25 y más años;2021T1;55,05
Ambos sexos;17 Rioja, La;25 y más años;2020T4;56,35
Ambos sexos;17 Rioja, La;25 y más años;2020T3;54,63
Ambos sexos;17 Rioja, La;25 y más años;2020T2;54,41
Ambos sexos;17 Rioja, La;25 y más años;2020T1;55,49
Ambos sexos;17 Rioja, La;25 y más años;2019T4;56,45
Ambos sexos;17 Rioja, La;25 y más años;2019T3;56,83
Ambos sexos;17 Rioja, La;25 y más años;2019T2;56,97
Ambos sexos;17 Rioja, La;25 y más años;2019T1;55,92
Ambos sexos;17 Rioja, La;25 y más años;2018T4;56,75
Ambos sexos;17 Rioja, La;25 y más años;2018T3;56,65
Ambos sexos;17 Rioja, La;25 y más años;2018T2;55,96
Ambos sexos;17 Rioja, La;25 y más años;2018T1;55,08
Ambos sexos;17 Rioja, La;25 y más años;2017T4;55,23
Ambos sexos;17 Rioja, La;25 y más años;2017T3;54,35
Ambos sexos;17 Rioja, La;25 y más años;2017T2;55,22
Ambos sexos;17 Rioja, La;25 y más años;2017T1;54,91
Ambos sexos;17 Rioja, La;25 y más años;2016T4;55,68
Ambos sexos;17 Rioja, La;25 y más años;2016T3;54,41
Ambos sexos;17 Rioja, La;25 y más años;2016T2;54,49
Ambos sexos;17 Rioja, La;25 y más años;2016T1;53,72
Ambos sexos;18 Ceuta;Total;2025T3;43,83
Ambos sexos;18 Ceuta;Total;2025T2;47,48
Ambos sexos;18 Ceuta;Total;2025T1;43,53
Ambos sexos;18 Ceuta;Total;2024T4;45,93
Ambos sexos;18 Ceuta;Total;2024T3;43,55
Ambos sexos;18 Ceuta;Total;2024T2;43,68
Ambos sexos;18 Ceuta;Total;2024T1;42,28
Ambos sexos;18 Ceuta;Total;2023T4;40,33
Ambos sexos;18 Ceuta;Total;2023T3;44,91
Ambos sexos;18 Ceuta;Total;2023T2;43,48
Ambos sexos;18 Ceuta;Total;2023T1;44,69
Ambos sexos;18 Ceuta;Total;2022T4;41,45
Ambos sexos;18 Ceuta;Total;2022T3;43,06
Ambos sexos;18 Ceuta;Total;2022T2;45,54
Ambos sexos;18 Ceuta;Total;2022T1;41,24
Ambos sexos;18 Ceuta;Total;2021T4;38,46
Ambos sexos;18 Ceuta;Total;2021T3;37,31
Ambos sexos;18 Ceuta;Total;2021T2;40,66
Ambos sexos;18 Ceuta;Total;2021T1;37,23
Ambos sexos;18 Ceuta;Total;2020T4;41,07
Ambos sexos;18 Ceuta;Total;2020T3;40,66
Ambos sexos;18 Ceuta;Total;2020T2;43,86
Ambos sexos;18 Ceuta;Total;2020T1;44,61
Ambos sexos;18 Ceuta;Total;2019T4;42,59
Ambos sexos;18 Ceuta;Total;2019T3;41,77
Ambos sexos;18 Ceuta;Total;2019T2;43,36
Ambos sexos;18 Ceuta;Total;2019T1;44,55
Ambos sexos;18 Ceuta;Total;2018T4;42,09
Ambos sexos;18 Ceuta;Total;2018T3;40,87
Ambos sexos;18 Ceuta;Total;2018T2;43,50
Ambos sexos;18 Ceuta;Total;2018T1;40,49
Ambos sexos;18 Ceuta;Total;2017T4;42,12
Ambos sexos;18 Ceuta;Total;2017T3;42,76
Ambos sexos;18 Ceuta;Total;2017T2;44,01
Ambos sexos;18 Ceuta;Total;2017T1;44,17
Ambos sexos;18 Ceuta;Total;2016T4;42,91
Ambos sexos;18 Ceuta;Total;2016T3;42,76
Ambos sexos;18 Ceuta;Total;2016T2;43,43
Ambos sexos;18 Ceuta;Total;2016T1;43,37
Ambos sexos;18 Ceuta;Menores de 25 años;2025T3;13,65
Ambos sexos;18 Ceuta;Menores de 25 años;2025T2;15,15
Ambos sexos;18 Ceuta;Menores de 25 años;2025T1;13,51
Ambos sexos;18 Ceuta;Menores de 25 años;2024T4;13,35
Ambos sexos;18 Ceuta;Menores de 25 años;2024T3;11,43
Ambos sexos;18 Ceuta;Menores de 25 años;2024T2;8,86
Ambos sexos;18 Ceuta;Menores de 25 años;2024T1;3,43
Ambos sexos;18 Ceuta;Menores de 25 años;2023T4;9,27
Ambos sexos;18 Ceuta;Menores de 25 años;2023T3;18,19
Ambos sexos;18 Ceuta;Menores de 25 años;2023T2;12,82
Ambos sexos;18 Ceuta;Menores de 25 años;2023T1;20,09
Ambos sexos;18 Ceuta;Menores de 25 años;2022T4;22,28
Ambos sexos;18 Ceuta;Menores de 25 años;2022T3;18,54
Ambos sexos;18 Ceuta;Menores de 25 años;2022T2;19,86
Ambos sexos;18 Ceuta;Menores de 25 años;2022T1;16,90
Ambos sexos;18 Ceuta;Menores de 25 años;2021T4;11,89
Ambos sexos;18 Ceuta;Menores de 25 años;2021T3;10,65
Ambos sexos;18 Ceuta;Menores de 25 años;2021T2;4,35
Ambos sexos;18 Ceuta;Menores de 25 años;2021T1;7,40
Ambos sexos;18 Ceuta;Menores de 25 años;2020T4;11,84
Ambos sexos;18 Ceuta;Menores de 25 años;2020T3;11,08
Ambos sexos;18 Ceuta;Menores de 25 años;2020T2;10,20
Ambos sexos;18 Ceuta;Menores de 25 años;2020T1;13,36
Ambos sexos;18 Ceuta;Menores de 25 años;2019T4;16,45
Ambos sexos;18 Ceuta;Menores de 25 años;2019T3;15,84
Ambos sexos;18 Ceuta;Menores de 25 años;2019T2;15,03
Ambos sexos;18 Ceuta;Menores de 25 años;2019T1;18,43
Ambos sexos;18 Ceuta;Menores de 25 años;2018T4;15,54
Ambos sexos;18 Ceuta;Menores de 25 años;2018T3;8,09
