Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2020T3;38,45
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2020T2;38,68
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2020T1;37,46
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2019T4;38,69
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2019T3;32,16
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2019T2;29,89
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2019T1;32,74
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2018T4;33,29
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2018T3;40,40
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2018T2;40,22
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2018T1;38,74
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2017T4;34,57
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2017T3;38,31
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2017T2;37,21
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2017T1;48,38
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2016T4;44,34
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2016T3;44,22
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2016T2;45,20
Ambos sexos;14 Murcia, Región de;Menores de 25 años;2016T1;49,17
Ambos sexos;14 Murcia, Región de;25 y más años;2025T3;11,68
Ambos sexos;14 Murcia, Región de;25 y más años;2025T2;10,24
Ambos sexos;14 Murcia, Región de;25 y más años;2025T1;11,03
Ambos sexos;14 Murcia, Región de;25 y más años;2024T4;12,28
Ambos sexos;14 Murcia, Región de;25 y más años;2024T3;10,53
Ambos sexos;14 Murcia, Región de;25 y más años;2024T2;11,10
Ambos sexos;14 Murcia, Región de;25 y más años;2024T1;11,38
Ambos sexos;14 Murcia, Región de;25 y más años;2023T4;10,15
Ambos sexos;14 Murcia, Región de;25 y más años;2023T3;12,32
Ambos sexos;14 Murcia, Región de;25 y más años;2023T2;11,15
Ambos sexos;14 Murcia, Región de;25 y más años;2023T1;12,10
Ambos sexos;14 Murcia, Región de;25 y más años;2022T4;11,43
Ambos sexos;14 Murcia, Región de;25 y más años;2022T3;13,52
Ambos sexos;14 Murcia, Región de;25 y más años;2022T2;11,53
Ambos sexos;14 Murcia, Región de;25 y más años;2022T1;12,69
Ambos sexos;14 Murcia, Región de;25 y más años;2021T4;12,08
Ambos sexos;14 Murcia, Región de;25 y más años;2021T3;14,19
Ambos sexos;14 Murcia, Región de;25 y más años;2021T2;11,95
Ambos sexos;14 Murcia, Región de;25 y más años;2021T1;15,30
Ambos sexos;14 Murcia, Región de;25 y más años;2020T4;13,96
Ambos sexos;14 Murcia, Región de;25 y más años;2020T3;15,06
Ambos sexos;14 Murcia, Región de;25 y más años;2020T2;13,77
Ambos sexos;14 Murcia, Región de;25 y más años;2020T1;14,69
Ambos sexos;14 Murcia, Región de;25 y más años;2019T4;14,07
Ambos sexos;14 Murcia, Región de;25 y más años;2019T3;12,43
Ambos sexos;14 Murcia, Región de;25 y más años;2019T2;11,94
Ambos sexos;14 Murcia, Región de;25 y más años;2019T1;13,67
Ambos sexos;14 Murcia, Región de;25 y más años;2018T4;14,34
Ambos sexos;14 Murcia, Región de;25 y más años;2018T3;14,14
Ambos sexos;14 Murcia, Región de;25 y más años;2018T2;14,17
Ambos sexos;14 Murcia, Región de;25 y más años;2018T1;16,96
Ambos sexos;14 Murcia, Región de;25 y más años;2017T4;15,82
Ambos sexos;14 Murcia, Región de;25 y más años;2017T3;16,21
Ambos sexos;14 Murcia, Región de;25 y más años;2017T2;15,90
Ambos sexos;14 Murcia, Región de;25 y más años;2017T1;17,12
Ambos sexos;14 Murcia, Región de;25 y más años;2016T4;16,41
Ambos sexos;14 Murcia, Región de;25 y más años;2016T3;17,54
Ambos sexos;14 Murcia, Región de;25 y más años;2016T2;16,45
Ambos sexos;14 Murcia, Región de;25 y más años;2016T1;19,83
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T3;7,29
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T2;7,88
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2025T1;7,49
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T4;6,60
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T3;7,72
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T2;7,42
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024T1;8,82
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T4;9,25
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T3;9,43
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T2;8,88
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023T1;12,22
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T4;10,17
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T3;8,82
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T2;9,09
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022T1;10,86
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T4;9,95
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T3;11,03
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T2;10,36
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021T1;11,51
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T4;11,65
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T3;9,94
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T2;10,08
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020T1;8,55
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T4;9,01
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T3;8,19
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T2;7,58
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019T1;8,19
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T4;9,99
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T3;9,65
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T2;9,93
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018T1;10,54
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T4;9,63
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T3;10,52
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T2;10,55
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017T1;10,25
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T4;10,01
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T3;12,41
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T2;13,27
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016T1;14,25
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T3;17,06
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T2;19,69
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2025T1;19,93
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T4;21,73
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T3;22,22
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T2;22,68
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2024T1;24,96
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T4;19,30
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T3;29,11
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T2;29,98
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2023T1;23,44
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T4;28,19
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T3;24,21
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T2;21,46
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2022T1;16,65
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T4;18,01
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T3;16,27
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T2;26,36
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2021T1;28,89
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T4;20,63
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T3;29,40
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T2;33,33
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2020T1;19,19
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T4;17,76
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T3;26,79
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T2;22,65
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2019T1;22,93
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T4;23,37
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T3;22,76
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T2;31,31
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2018T1;27,97
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T4;28,63
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T3;25,98
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T2;34,30
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2017T1;37,24
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T4;26,47
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T3;32,53
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T2;43,36
Ambos sexos;15 Navarra, Comunidad Foral de;Menores de 25 años;2016T1;33,99
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T3;6,52
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T2;6,97
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2025T1;6,60
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T4;5,46
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T3;6,43
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T2;6,24
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2024T1;7,59
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T4;8,55
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T3;7,68
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T2;7,28
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2023T1;11,48
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T4;8,92
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T3;7,67
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T2;8,13
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2022T1;10,42
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T4;9,37
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T3;10,61
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T2;9,27
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2021T1;10,41
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T4;11,09
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T3;8,55
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T2;8,72
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2020T1;8,02
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T4;8,53
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T3;6,77
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T2;6,61
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2019T1;7,38
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T4;9,05
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T3;8,62
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T2;8,49
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2018T1;9,36
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T4;8,23
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T3;9,27
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T2;8,76
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2017T1;8,51
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T4;8,97
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T3;10,99
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T2;11,43
Ambos sexos;15 Navarra, Comunidad Foral de;25 y más años;2016T1;13,07
Ambos sexos;16 País Vasco;Total;2025T3;6,98
Ambos sexos;16 País Vasco;Total;2025T2;7,13
Ambos sexos;16 País Vasco;Total;2025T1;7,71
Ambos sexos;16 País Vasco;Total;2024T4;8,17
Ambos sexos;16 País Vasco;Total;2024T3;7,61
Ambos sexos;16 País Vasco;Total;2024T2;8,11
Ambos sexos;16 País Vasco;Total;2024T1;8,53
Ambos sexos;16 País Vasco;Total;2023T4;6,38
Ambos sexos;16 País Vasco;Total;2023T3;8,61
Ambos sexos;16 País Vasco;Total;2023T2;7,32
Ambos sexos;16 País Vasco;Total;2023T1;8,63
Ambos sexos;16 País Vasco;Total;2022T4;8,97
Ambos sexos;16 País Vasco;Total;2022T3;8,51
Ambos sexos;16 País Vasco;Total;2022T2;8,97
Ambos sexos;16 País Vasco;Total;2022T1;9,08
Ambos sexos;16 País Vasco;Total;2021T4;9,11
Ambos sexos;16 País Vasco;Total;2021T3;10,23
Ambos sexos;16 País Vasco;Total;2021T2;10,21
Ambos sexos;16 País Vasco;Total;2021T1;11,64
Ambos sexos;16 País Vasco;Total;2020T4;9,96
Ambos sexos;16 País Vasco;Total;2020T3;10,34
Ambos sexos;16 País Vasco;Total;2020T2;9,13
Ambos sexos;16 País Vasco;Total;2020T1;8,72
Ambos sexos;16 País Vasco;Total;2019T4;9,09
Ambos sexos;16 País Vasco;Total;2019T3;9,26
Ambos sexos;16 País Vasco;Total;2019T2;8,63
Ambos sexos;16 País Vasco;Total;2019T1;9,62
Ambos sexos;16 País Vasco;Total;2018T4;9,58
Ambos sexos;16 País Vasco;Total;2018T3;9,42
Ambos sexos;16 País Vasco;Total;2018T2;10,12
Ambos sexos;16 País Vasco;Total;2018T1;10,76
Ambos sexos;16 País Vasco;Total;2017T4;10,57
Ambos sexos;16 País Vasco;Total;2017T3;11,56
Ambos sexos;16 País Vasco;Total;2017T2;11,23
Ambos sexos;16 País Vasco;Total;2017T1;11,86
Ambos sexos;16 País Vasco;Total;2016T4;12,27
Ambos sexos;16 País Vasco;Total;2016T3;12,80
Ambos sexos;16 País Vasco;Total;2016T2;12,50
Ambos sexos;16 País Vasco;Total;2016T1;12,80
Ambos sexos;16 País Vasco;Menores de 25 años;2025T3;22,50
Ambos sexos;16 País Vasco;Menores de 25 años;2025T2;24,18
Ambos sexos;16 País Vasco;Menores de 25 años;2025T1;13,35
Ambos sexos;16 País Vasco;Menores de 25 años;2024T4;23,31
Ambos sexos;16 País Vasco;Menores de 25 años;2024T3;24,35
Ambos sexos;16 País Vasco;Menores de 25 años;2024T2;25,95
Ambos sexos;16 País Vasco;Menores de 25 años;2024T1;18,78
Ambos sexos;16 País Vasco;Menores de 25 años;2023T4;18,93
Ambos sexos;16 País Vasco;Menores de 25 años;2023T3;31,97
Ambos sexos;16 País Vasco;Menores de 25 años;2023T2;24,49
Ambos sexos;16 País Vasco;Menores de 25 años;2023T1;19,03
Ambos sexos;16 País Vasco;Menores de 25 años;2022T4;19,51
Ambos sexos;16 País Vasco;Menores de 25 años;2022T3;29,30
Ambos sexos;16 País Vasco;Menores de 25 años;2022T2;24,12
Ambos sexos;16 País Vasco;Menores de 25 años;2022T1;28,87
Ambos sexos;16 País Vasco;Menores de 25 años;2021T4;29,21
Ambos sexos;16 País Vasco;Menores de 25 años;2021T3;29,23
Ambos sexos;16 País Vasco;Menores de 25 años;2021T2;38,62
Ambos sexos;16 País Vasco;Menores de 25 años;2021T1;40,83
Ambos sexos;16 País Vasco;Menores de 25 años;2020T4;35,65
Ambos sexos;16 País Vasco;Menores de 25 años;2020T3;42,68
Ambos sexos;16 País Vasco;Menores de 25 años;2020T2;30,92
Ambos sexos;16 País Vasco;Menores de 25 años;2020T1;22,00
Ambos sexos;16 País Vasco;Menores de 25 años;2019T4;25,54
Ambos sexos;16 País Vasco;Menores de 25 años;2019T3;29,23
Ambos sexos;16 País Vasco;Menores de 25 años;2019T2;23,11
Ambos sexos;16 País Vasco;Menores de 25 años;2019T1;31,59
Ambos sexos;16 País Vasco;Menores de 25 años;2018T4;23,12
Ambos sexos;16 País Vasco;Menores de 25 años;2018T3;26,11
Ambos sexos;16 País Vasco;Menores de 25 años;2018T2;26,21
Ambos sexos;16 País Vasco;Menores de 25 años;2018T1;27,68
Ambos sexos;16 País Vasco;Menores de 25 años;2017T4;23,91
Ambos sexos;16 País Vasco;Menores de 25 años;2017T3;31,10
Ambos sexos;16 País Vasco;Menores de 25 años;2017T2;25,87
Ambos sexos;16 País Vasco;Menores de 25 años;2017T1;27,97
Ambos sexos;16 País Vasco;Menores de 25 años;2016T4;31,25
Ambos sexos;16 País Vasco;Menores de 25 años;2016T3;39,73
Ambos sexos;16 País Vasco;Menores de 25 años;2016T2;36,68
Ambos sexos;16 País Vasco;Menores de 25 años;2016T1;31,03
Ambos sexos;16 País Vasco;25 y más años;2025T3;5,97
Ambos sexos;16 País Vasco;25 y más años;2025T2;6,18
Ambos sexos;16 País Vasco;25 y más años;2025T1;7,36
Ambos sexos;16 País Vasco;25 y más años;2024T4;7,20
Ambos sexos;16 País Vasco;25 y más años;2024T3;6,67
Ambos sexos;16 País Vasco;25 y más años;2024T2;6,89
Ambos sexos;16 País Vasco;25 y más años;2024T1;7,93
Ambos sexos;16 País Vasco;25 y más años;2023T4;5,52
Ambos sexos;16 País Vasco;25 y más años;2023T3;6,93
Ambos sexos;16 País Vasco;25 y más años;2023T2;6,14
Ambos sexos;16 País Vasco;25 y más años;2023T1;7,99
Ambos sexos;16 País Vasco;25 y más años;2022T4;8,32
Ambos sexos;16 País Vasco;25 y más años;2022T3;7,19
Ambos sexos;16 País Vasco;25 y más años;2022T2;7,97
Ambos sexos;16 País Vasco;25 y más años;2022T1;7,81
Ambos sexos;16 País Vasco;25 y más años;2021T4;7,78
Ambos sexos;16 País Vasco;25 y más años;2021T3;8,88
Ambos sexos;16 País Vasco;25 y más años;2021T2;8,36
Ambos sexos;16 País Vasco;25 y más años;2021T1;10,05
Ambos sexos;16 País Vasco;25 y más años;2020T4;8,62
Ambos sexos;16 País Vasco;25 y más años;2020T3;8,47
Ambos sexos;16 País Vasco;25 y más años;2020T2;8,09
Ambos sexos;16 País Vasco;25 y más años;2020T1;8,03
Ambos sexos;16 País Vasco;25 y más años;2019T4;8,19
Ambos sexos;16 País Vasco;25 y más años;2019T3;8,01
Ambos sexos;16 País Vasco;25 y más años;2019T2;7,80
Ambos sexos;16 País Vasco;25 y más años;2019T1;8,38
Ambos sexos;16 País Vasco;25 y más años;2018T4;8,83
Ambos sexos;16 País Vasco;25 y más años;2018T3;8,39
Ambos sexos;16 País Vasco;25 y más años;2018T2;9,19
Ambos sexos;16 País Vasco;25 y más años;2018T1;9,89
Ambos sexos;16 País Vasco;25 y más años;2017T4;9,82
Ambos sexos;16 País Vasco;25 y más años;2017T3;10,41
Ambos sexos;16 País Vasco;25 y más años;2017T2;10,51
Ambos sexos;16 País Vasco;25 y más años;2017T1;11,11
Ambos sexos;16 País Vasco;25 y más años;2016T4;11,37
Ambos sexos;16 País Vasco;25 y más años;2016T3;11,38
Ambos sexos;16 País Vasco;25 y más años;2016T2;11,30
Ambos sexos;16 País Vasco;25 y más años;2016T1;11,97
Ambos sexos;17 Rioja, La;Total;2025T3;7,71
Ambos sexos;17 Rioja, La;Total;2025T2;7,92
Ambos sexos;17 Rioja, La;Total;2025T1;8,84
Ambos sexos;17 Rioja, La;Total;2024T4;8,58
Ambos sexos;17 Rioja, La;Total;2024T3;10,22
Ambos sexos;17 Rioja, La;Total;2024T2;9,14
Ambos sexos;17 Rioja, La;Total;2024T1;11,04
Ambos sexos;17 Rioja, La;Total;2023T4;9,71
Ambos sexos;17 Rioja, La;Total;2023T3;9,78
Ambos sexos;17 Rioja, La;Total;2023T2;7,75
Ambos sexos;17 Rioja, La;Total;2023T1;10,26
Ambos sexos;17 Rioja, La;Total;2022T4;8,52
Ambos sexos;17 Rioja, La;Total;2022T3;7,93
Ambos sexos;17 Rioja, La;Total;2022T2;10,42
Ambos sexos;17 Rioja, La;Total;2022T1;11,33
Ambos sexos;17 Rioja, La;Total;2021T4;10,53
Ambos sexos;17 Rioja, La;Total;2021T3;12,38
Ambos sexos;17 Rioja, La;Total;2021T2;11,49
Ambos sexos;17 Rioja, La;Total;2021T1;12,02
Ambos sexos;17 Rioja, La;Total;2020T4;10,36
Ambos sexos;17 Rioja, La;Total;2020T3;11,52
Ambos sexos;17 Rioja, La;Total;2020T2;10,11
Ambos sexos;17 Rioja, La;Total;2020T1;11,21
Ambos sexos;17 Rioja, La;Total;2019T4;9,89
Ambos sexos;17 Rioja, La;Total;2019T3;8,99
Ambos sexos;17 Rioja, La;Total;2019T2;9,86
Ambos sexos;17 Rioja, La;Total;2019T1;11,10
Ambos sexos;17 Rioja, La;Total;2018T4;10,30
Ambos sexos;17 Rioja, La;Total;2018T3;9,60
Ambos sexos;17 Rioja, La;Total;2018T2;10,68
Ambos sexos;17 Rioja, La;Total;2018T1;11,03
Ambos sexos;17 Rioja, La;Total;2017T4;11,51
Ambos sexos;17 Rioja, La;Total;2017T3;12,62
Ambos sexos;17 Rioja, La;Total;2017T2;10,92
Ambos sexos;17 Rioja, La;Total;2017T1;12,92
Ambos sexos;17 Rioja, La;Total;2016T4;10,90
Ambos sexos;17 Rioja, La;Total;2016T3;13,57
Ambos sexos;17 Rioja, La;Total;2016T2;15,29
Ambos sexos;17 Rioja, La;Total;2016T1;14,38
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T3;27,28
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T2;24,43
Ambos sexos;17 Rioja, La;Menores de 25 años;2025T1;25,91
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T4;23,66
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T3;33,49
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T2;31,74
Ambos sexos;17 Rioja, La;Menores de 25 años;2024T1;38,62
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T4;32,18
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T3;26,91
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T2;24,08
Ambos sexos;17 Rioja, La;Menores de 25 años;2023T1;27,74
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T4;22,99
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T3;19,18
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T2;27,40
Ambos sexos;17 Rioja, La;Menores de 25 años;2022T1;33,78
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T4;26,89
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T3;30,85
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T2;34,03
Ambos sexos;17 Rioja, La;Menores de 25 años;2021T1;29,50
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T4;23,81
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T3;32,74
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T2;27,56
Ambos sexos;17 Rioja, La;Menores de 25 años;2020T1;21,61
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T4;20,24
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T3;28,09
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T2;22,35
Ambos sexos;17 Rioja, La;Menores de 25 años;2019T1;28,90
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T4;28,62
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T3;20,40
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T2;25,94
Ambos sexos;17 Rioja, La;Menores de 25 años;2018T1;27,81
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T4;28,69
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T3;36,10
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T2;24,25
Ambos sexos;17 Rioja, La;Menores de 25 años;2017T1;29,12
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T4;22,37
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T3;35,48
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T2;46,24
Ambos sexos;17 Rioja, La;Menores de 25 años;2016T1;38,87
Ambos sexos;17 Rioja, La;25 y más años;2025T3;5,87
Ambos sexos;17 Rioja, La;25 y más años;2025T2;6,50
Ambos sexos;17 Rioja, La;25 y más años;2025T1;7,65
Ambos sexos;17 Rioja, La;25 y más años;2024T4;7,45
Ambos sexos;17 Rioja, La;25 y más años;2024T3;8,45
Ambos sexos;17 Rioja, La;25 y más años;2024T2;7,56
Ambos sexos;17 Rioja, La;25 y más años;2024T1;9,15
Ambos sexos;17 Rioja, La;25 y más años;2023T4;8,34
Ambos sexos;17 Rioja, La;25 y más años;2023T3;8,47
Ambos sexos;17 Rioja, La;25 y más años;2023T2;6,65
Ambos sexos;17 Rioja, La;25 y más años;2023T1;9,12
Ambos sexos;17 Rioja, La;25 y más años;2022T4;7,65
Ambos sexos;17 Rioja, La;25 y más años;2022T3;7,17
Ambos sexos;17 Rioja, La;25 y más años;2022T2;9,33
Ambos sexos;17 Rioja, La;25 y más años;2022T1;9,83
Ambos sexos;17 Rioja, La;25 y más años;2021T4;9,56
Ambos sexos;17 Rioja, La;25 y más años;2021T3;10,92
Ambos sexos;17 Rioja, La;25 y más años;2021T2;9,78
Ambos sexos;17 Rioja, La;25 y más años;2021T1;10,98
Ambos sexos;17 Rioja, La;25 y más años;2020T4;9,45
Ambos sexos;17 Rioja, La;25 y más años;2020T3;9,96
Ambos sexos;17 Rioja, La;25 y más años;2020T2;9,06
Ambos sexos;17 Rioja, La;25 y más años;2020T1;10,56
Ambos sexos;17 Rioja, La;25 y más años;2019T4;9,26
Ambos sexos;17 Rioja, La;25 y más años;2019T3;7,66
Ambos sexos;17 Rioja, La;25 y más años;2019T2;8,96
Ambos sexos;17 Rioja, La;25 y más años;2019T1;9,90
Ambos sexos;17 Rioja, La;25 y más años;2018T4;9,31
Ambos sexos;17 Rioja, La;25 y más años;2018T3;8,90
Ambos sexos;17 Rioja, La;25 y más años;2018T2;9,68
Ambos sexos;17 Rioja, La;25 y más años;2018T1;10,08
Ambos sexos;17 Rioja, La;25 y más años;2017T4;10,47
Ambos sexos;17 Rioja, La;25 y más años;2017T3;11,14
Ambos sexos;17 Rioja, La;25 y más años;2017T2;10,09
Ambos sexos;17 Rioja, La;25 y más años;2017T1;11,97
